result,matchday,home_form_pts,home_form_gf,home_form_ga,home_form_gd,home_form_wins,home_form_draws,away_form_pts,away_form_gf,away_form_ga,away_form_gd,away_form_wins,away_form_draws,home_home_pts,home_home_gd,away_away_pts,away_away_gd,pts_diff,gd_diff,home_position,away_position,position_diff,home_league_pts,away_league_pts,league_pts_diff,home_league_gd,away_league_gd,elo_home,elo_away,elo_diff,home_shots_avg,home_shots_against_avg,home_sot_avg,home_sot_against_avg,away_shots_avg,away_shots_against_avg,away_sot_avg,away_sot_against_avg,shots_diff,sot_diff,corners_diff
A,20,4,7.0,8.0,-1.0,1,1,15,10.0,1.0,9.0,5,0,8,2.0,9,11.0,-11,-10.0,22,7,-15,70,300,-230,-77.0,33.0,1374.2183082953964,1660.5763831993083,-286.358074903912,10.6,18.8,4.0,6.2,16.0,8.4,6.6,1.6,-5.4,-2.5999999999999996,0
A,20,3,5.0,11.0,-6.0,1,0,3,6.0,9.0,-3.0,0,3,4,-1.0,3,-3.0,0,-3.0,9,6,-3,264,373,-109,-37.0,140.0,1496.6156469079017,1559.8970185924672,-63.28137168456556,9.0,14.6,4.2,8.0,11.6,20.0,4.4,7.6,-2.5999999999999996,-0.20000000000000018,0
H,20,15,15.0,5.0,10.0,5,0,4,3.0,7.0,-4.0,1,1,15,8.0,4,-3.0,11,14.0,2,15,13,416,185,231,192.0,-86.0,1887.0173912122843,1428.5608919563008,458.45649925598354,14.2,12.2,6.0,3.6,10.0,10.8,2.6,4.4,4.199999999999999,3.4,0
H,20,6,7.0,11.0,-4.0,2,0,10,8.0,6.0,2.0,3,1,6,-3.0,6,-5.0,-4,-6.0,14,13,-1,185,187,-2,-75.0,-64.0,1480.2768214776029,1557.3013479622964,-77.02452648469352,10.2,11.8,4.8,5.0,11.0,17.8,5.4,6.0,-0.8000000000000007,-0.6000000000000005,0
A,20,6,6.0,7.0,-1.0,2,0,0,4.0,11.0,-7.0,0,0,12,5.0,1,-4.0,6,6.0,3,12,9,401,193,208,154.0,-70.0,1637.983875155771,1458.8964957270282,179.08737942874313,18.6,9.0,5.2,3.8,10.8,16.0,2.8,6.4,7.800000000000001,2.4000000000000004,0
D,20,15,12.0,2.0,10.0,5,0,4,6.0,8.0,-2.0,1,1,15,11.0,4,-3.0,11,12.0,7,25,18,303,45,258,36.0,-45.0,1665.7387516599738,1365.8747951674357,299.86395649253814,17.8,9.0,7.2,1.4,13.8,13.8,5.0,4.8,4.0,2.2,0
H,20,6,7.0,8.0,-1.0,1,3,4,7.0,10.0,-3.0,1,1,7,1.0,4,-1.0,2,2.0,30,22,-8,22,70,-48,3.0,-80.0,1539.2850829556396,1369.055939834731,170.2291431209087,11.4,12.2,5.0,4.2,12.6,18.4,4.0,6.6,-1.1999999999999993,1.0,0
A,20,7,8.0,8.0,0.0,2,1,3,4.0,11.0,-7.0,1,0,6,-11.0,4,-6.0,4,7.0,10,9,-1,259,264,-5,-24.0,-39.0,1463.854183137015,1483.498057949022,-19.64387481200697,13.8,12.8,4.8,4.4,8.0,14.2,3.8,6.8,5.800000000000001,1.0,0
D,20,11,12.0,8.0,4.0,3,2,6,8.0,11.0,-3.0,2,0,9,3.0,3,-5.0,5,7.0,6,8,2,376,275,101,121.0,5.0,1627.4686148894316,1512.29146612024,115.17714876919148,14.2,11.4,7.2,4.6,15.6,11.8,5.2,4.6,-1.4000000000000004,2.0,0
A,20,11,9.0,5.0,4.0,3,2,10,13.0,7.0,6.0,3,1,11,5.0,4,-4.0,1,-2.0,21,4,-17,81,391,-310,5.0,172.0,1598.2383983252412,1595.7093986583748,2.528999666866412,14.6,10.0,5.4,3.4,13.6,12.8,5.6,4.4,1.0,-0.1999999999999993,0
A,20,5,8.0,9.0,-1.0,1,2,7,10.0,9.0,1.0,2,1,6,0.0,10,5.0,-2,-2.0,5,1,-4,376,453,-77,142.0,292.0,1573.014607551347,1792.2141075297668,-219.1994999784199,11.6,17.2,4.2,6.8,19.2,8.8,5.8,3.8,-7.6,-1.5999999999999996,0
D,20,7,4.0,4.0,0.0,2,1,4,6.0,10.0,-4.0,1,1,6,-2.0,3,-5.0,3,4.0,11,20,9,246,95,151,-45.0,-49.0,1566.935126413932,1472.1988553228791,94.73627109105291,7.2,13.8,2.2,3.8,11.6,16.0,4.0,7.4,-4.3999999999999995,-1.7999999999999998,0
A,20,5,7.0,7.0,0.0,1,2,8,8.0,6.0,2.0,2,2,1,-9.0,9,3.0,-3,-2.0,25,21,-4,46,81,-35,-45.0,4.0,1377.040236131262,1582.121935643478,-205.0816995122159,12.4,15.0,4.6,5.4,14.8,9.2,5.4,3.6,-2.4000000000000004,-0.8000000000000007,0
A,20,5,6.0,8.0,-2.0,1,2,8,8.0,7.0,1.0,2,2,10,4.0,7,1.0,-3,-3.0,20,30,10,96,25,71,-49.0,5.0,1476.4566188969616,1548.018142489725,-71.56152359276348,13.4,14.0,5.6,6.0,10.0,10.4,4.8,3.2,3.4000000000000004,0.7999999999999998,0
D,20,4,7.0,11.0,-4.0,1,1,5,8.0,10.0,-2.0,1,2,7,0.0,5,-1.0,-1,-2.0,8,6,-2,276,376,-100,5.0,139.0,1517.409446408638,1565.9534292208298,-48.54398281219187,12.4,15.8,4.8,5.6,11.2,16.2,4.2,6.8,1.200000000000001,0.5999999999999996,0
H,20,10,12.0,6.0,6.0,3,1,13,11.0,3.0,8.0,4,1,9,2.0,12,15.0,-3,-2.0,1,7,6,456,304,152,295.0,36.0,1799.275285860284,1654.5733106961477,144.70197516413646,18.4,7.6,6.6,3.0,17.6,9.4,6.8,1.8,0.7999999999999972,-0.20000000000000018,0
A,20,4,6.0,10.0,-4.0,1,1,7,7.0,7.0,0.0,2,1,7,-1.0,2,-3.0,-3,-4.0,22,10,-12,70,259,-189,-82.0,-25.0,1360.3228803006457,1448.7578542780282,-88.4349739773827,11.6,16.4,3.2,6.2,15.2,10.2,4.6,4.2,-3.5999999999999996,-1.3999999999999995,0
A,20,3,4.0,9.0,-5.0,1,0,6,5.0,11.0,-6.0,2,0,5,-3.0,4,-6.0,-3,1.0,12,13,1,196,188,8,-69.0,-74.0,1482.4834476139672,1499.7669405465113,-17.28349293254405,9.8,15.6,2.6,5.6,8.8,12.2,3.2,4.2,1.0,-0.6000000000000001,0
H,20,7,6.0,6.0,0.0,2,1,8,5.0,3.0,2.0,2,2,11,3.0,8,1.0,-1,-2.0,14,11,-3,187,247,-60,-65.0,-45.0,1537.811228893388,1562.6773628398496,-24.86613394646156,8.8,16.0,3.6,6.2,8.8,12.2,2.8,4.8,0.0,0.8000000000000003,0
H,20,1,1.0,9.0,-8.0,0,1,9,10.0,8.0,2.0,2,3,3,-4.0,7,1.0,-8,-10.0,15,6,-9,185,377,-192,-88.0,121.0,1426.4276191973786,1622.3506346010338,-195.9230154036552,9.2,10.6,2.6,4.6,14.8,11.8,6.6,4.8,-5.600000000000001,-3.9999999999999996,0
A,20,12,14.0,7.0,7.0,4,0,3,4.0,8.0,-4.0,1,0,11,7.0,9,3.0,9,11.0,4,3,-1,394,401,-7,173.0,153.0,1611.825861340138,1614.3969232688323,-2.5710619286942347,12.0,13.6,5.6,4.6,17.6,10.6,5.2,4.0,-5.600000000000001,0.39999999999999947,0
H,20,8,4.0,2.0,2.0,2,2,6,5.0,8.0,-3.0,2,0,4,-4.0,6,-5.0,2,5.0,11,9,-2,247,267,-20,-46.0,-38.0,1545.5341862976131,1498.594386808009,46.93979948960418,8.8,11.4,2.4,4.6,8.8,13.6,3.8,4.8,0.0,-1.4,0
H,20,5,7.0,9.0,-2.0,1,2,6,3.0,11.0,-8.0,2,0,8,2.0,6,-5.0,-1,6.0,8,13,5,277,191,86,5.0,-73.0,1519.6305448495436,1514.9716621875325,4.658882662011138,10.6,14.4,3.4,5.0,7.0,9.8,2.4,3.4,3.5999999999999996,1.0,0
H,20,8,7.0,7.0,0.0,2,2,10,7.0,4.0,3.0,3,1,9,3.0,6,-1.0,-2,-3.0,6,14,8,377,190,187,119.0,-64.0,1598.176650061312,1554.9544054356245,43.22224462568761,16.0,11.6,7.2,3.8,8.2,15.8,3.2,5.4,7.800000000000001,4.0,0
D,20,10,6.0,4.0,2.0,3,1,4,3.0,6.0,-3.0,1,1,10,4.0,4,-3.0,6,5.0,28,15,-13,28,188,-160,6.0,-86.0,1560.7684381317622,1450.6016037371005,110.16683439466192,9.0,10.0,3.6,2.6,8.4,11.8,2.4,5.2,0.5999999999999996,1.2000000000000002,0
A,20,10,10.0,6.0,4.0,3,1,15,14.0,4.0,10.0,5,0,13,6.0,13,6.0,-5,-6.0,7,2,-5,304,419,-115,34.0,194.0,1644.8767627538546,1889.1506639712063,-244.273901217352,14.8,12.6,5.4,4.2,15.0,10.2,6.2,3.4,-0.1999999999999993,-0.7999999999999998,0
H,20,1,5.0,13.0,-8.0,0,1,2,6.0,9.0,-3.0,0,2,6,-3.0,5,-1.0,-1,-5.0,22,25,3,70,46,24,-84.0,-46.0,1348.3097299838366,1369.521702079686,-21.211972095849436,12.0,17.6,2.8,6.8,12.4,14.2,5.0,4.8,-0.40000000000000036,-2.2,0
H,20,9,11.0,7.0,4.0,3,0,5,6.0,7.0,-1.0,1,2,8,4.0,4,-3.0,4,5.0,4,20,16,394,96,298,171.0,-50.0,1595.944260956297,1463.7063232549244,132.23793770137263,10.0,14.0,4.6,4.4,13.8,11.6,6.0,4.6,-3.8000000000000007,-1.4000000000000004,0
A,20,6,5.0,6.0,-1.0,2,0,9,8.0,6.0,2.0,3,0,9,2.0,5,0.0,-3,-3.0,3,10,7,404,262,142,155.0,-23.0,1630.2785236526734,1460.771004594837,169.50751905783636,18.0,8.6,5.4,3.4,14.4,11.6,5.0,4.4,3.5999999999999996,0.40000000000000036,0
D,20,3,3.0,8.0,-5.0,1,0,5,6.0,8.0,-2.0,1,2,4,-4.0,5,-1.0,-2,-3.0,12,5,-7,196,377,-181,-70.0,139.0,1467.278725972946,1563.732330779924,-96.45360480697808,8.6,12.6,2.2,4.4,10.0,13.8,3.6,5.6,-1.4000000000000004,-1.4,0
H,20,8,8.0,6.0,2.0,2,2,10,13.0,6.0,7.0,3,1,8,2.0,10,6.0,-2,-5.0,21,1,-20,84,459,-375,5.0,297.0,1589.6404696950538,1808.9718338025768,-219.3313641075231,14.2,10.0,4.8,4.6,20.0,6.4,8.2,3.0,-5.800000000000001,-3.3999999999999995,0
D,20,1,4.0,8.0,-4.0,0,1,9,10.0,6.0,4.0,3,0,1,-6.0,7,0.0,-8,-8.0,25,4,-21,46,397,-351,-47.0,172.0,1352.5460665792557,1606.1324481763663,-253.5863815971109,12.6,13.2,4.6,3.8,9.2,12.2,4.6,4.2,3.4000000000000004,0.0,0
A,20,6,4.0,7.0,-3.0,2,0,7,8.0,9.0,-1.0,2,1,1,-5.0,12,14.0,-1,-2.0,9,7,-2,267,304,-37,-39.0,30.0,1484.742987548333,1638.5778366053185,-153.83484905698538,8.6,13.2,3.4,4.4,12.2,13.4,4.2,4.8,-3.5999999999999996,-0.8000000000000003,0
A,20,6,3.0,10.0,-7.0,2,0,10,9.0,6.0,3.0,3,1,6,-3.0,7,0.0,-4,-10.0,13,5,-8,191,380,-189,-74.0,122.0,1499.1861988043952,1612.1963972498827,-113.0101984454875,5.2,12.6,1.6,4.0,17.2,11.2,8.0,3.6,-12.0,-6.4,0
H,20,5,6.0,7.0,-1.0,1,2,4,2.0,6.0,-4.0,1,1,7,0.0,4,-2.0,1,3.0,20,12,-8,96,197,-101,-51.0,-70.0,1453.5181360348552,1471.609878100435,-18.091742065579865,13.6,10.8,6.0,4.2,7.0,13.0,1.8,3.8,6.6,4.2,0
A,20,9,6.0,6.0,0.0,3,0,8,7.0,7.0,0.0,2,2,11,3.0,4,-4.0,1,0.0,14,8,-6,190,280,-90,-67.0,6.0,1540.934658247054,1535.416008232681,5.518650014372952,8.4,15.4,3.0,5.6,12.6,12.4,3.8,3.8,-4.199999999999999,-0.7999999999999998,0
H,20,5,3.0,5.0,-2.0,1,2,3,4.0,11.0,-7.0,1,0,5,-2.0,1,-7.0,2,5.0,15,22,7,189,73,116,-86.0,-83.0,1455.511513621348,1365.2853654842672,90.22614813708084,8.2,12.8,2.2,4.8,12.4,17.6,2.6,6.8,-4.200000000000001,-0.3999999999999999,0
D,20,9,8.0,5.0,3.0,3,0,8,4.0,3.0,1.0,2,2,6,-9.0,5,-1.0,1,2.0,10,11,1,265,250,15,-21.0,-45.0,1484.0115433735864,1559.385585557289,-75.37404218370261,13.2,12.4,4.4,4.4,10.0,10.4,2.8,4.2,3.1999999999999993,1.6000000000000005,0
A,20,5,5.0,7.0,-2.0,1,2,6,5.0,7.0,-2.0,2,0,3,-4.0,9,2.0,-1,0.0,6,3,-3,378,404,-26,139.0,153.0,1559.401178652435,1607.037984873924,-47.636806221489,10.2,13.2,2.6,4.8,16.2,8.6,4.8,3.2,-6.0,-2.1999999999999997,0
H,20,15,16.0,3.0,13.0,5,0,10,10.0,7.0,3.0,3,1,15,9.0,9,2.0,5,10.0,2,21,19,422,87,335,198.0,6.0,1895.4495901197429,1614.583467681013,280.8661224387297,15.6,7.6,6.6,2.2,15.6,9.6,5.8,4.4,0.0,0.7999999999999998,0
H,20,9,13.0,7.0,6.0,3,0,10,6.0,4.0,2.0,3,1,12,6.0,9,2.0,-1,4.0,1,28,27,459,29,430,296.0,6.0,1784.0288358166176,1555.8585282475144,228.1703075691032,16.6,9.2,7.0,4.0,10.4,8.4,3.6,2.4,6.200000000000001,3.4,0
H,20,3,4.0,9.0,-5.0,1,0,4,2.0,7.0,-5.0,1,1,1,-5.0,3,-4.0,-1,0.0,9,12,3,267,197,70,-40.0,-72.0,1475.3980235281915,1454.777474811029,20.62054871716282,10.4,12.0,3.4,4.8,7.8,14.8,1.6,4.6,2.6000000000000005,1.7999999999999998,0
D,20,2,5.0,8.0,-3.0,0,2,6,4.0,4.0,0.0,1,3,2,-4.0,5,-1.0,-4,-3.0,25,11,-14,47,251,-204,-47.0,-45.0,1362.513940165998,1555.967932069373,-193.45399190337503,11.6,13.4,4.4,4.2,9.6,12.0,2.8,4.6,2.0,1.6000000000000005,0
H,20,9,11.0,6.0,5.0,3,0,11,7.0,3.0,4.0,3,2,12,5.0,7,-2.0,-2,1.0,1,8,7,462,283,179,298.0,7.0,1790.8099385450394,1551.6701300865304,239.13980845850887,16.4,10.0,6.2,3.6,14.6,14.2,4.8,3.8,1.799999999999999,1.4000000000000004,0
H,20,8,6.0,3.0,3.0,2,2,7,8.0,8.0,0.0,2,1,7,1.0,8,1.0,1,3.0,13,21,8,192,87,105,-83.0,5.0,1467.4473988320144,1609.2827539977918,-141.8353551657774,11.4,12.6,3.2,4.0,15.0,10.4,4.8,4.4,-3.5999999999999996,-1.5999999999999996,0
H,20,5,5.0,7.0,-2.0,1,2,10,9.0,5.0,4.0,3,1,2,-5.0,7,0.0,-5,-6.0,6,5,-1,378,383,-5,138.0,124.0,1545.5812903734884,1623.168176006648,-77.58688563315968,9.2,11.8,2.0,3.8,17.6,11.2,7.6,2.8,-8.400000000000002,-5.6,0
A,20,6,5.0,8.0,-3.0,2,0,7,8.0,10.0,-2.0,2,1,10,2.0,12,6.0,-1,-1.0,15,7,-8,190,307,-117,-68.0,31.0,1524.6805363932044,1647.9228006254598,-123.24226423225537,11.2,17.2,3.2,6.2,12.4,15.4,4.6,5.4,-1.200000000000001,-1.3999999999999995,0
A,20,6,2.0,8.0,-6.0,2,0,3,3.0,12.0,-9.0,1,0,6,-3.0,1,-7.0,3,3.0,14,22,8,191,73,118,-76.0,-86.0,1488.2144200476298,1353.3494802736009,134.86493977402893,6.0,12.0,1.4,3.4,12.8,16.6,2.4,6.2,-6.800000000000001,-1.0,0
D,20,5,6.0,6.0,0.0,1,2,6,5.0,7.0,-2.0,2,0,7,1.0,9,1.0,-1,2.0,20,3,-17,99,407,-308,-49.0,154.0,1470.3505393242613,1620.8578731528703,-150.50733382860926,12.8,10.4,5.4,3.6,13.8,8.2,3.8,3.0,-1.0,1.6000000000000005,0
H,20,7,7.0,5.0,2.0,2,1,10,11.0,6.0,5.0,3,1,7,0.0,8,1.0,-3,-3.0,10,4,-6,266,398,-132,-21.0,172.0,1487.4291968615023,1596.1645745896235,-108.73537772812142,13.2,11.4,4.4,4.2,10.6,10.8,5.0,3.2,2.5999999999999996,-0.5999999999999996,0
H,20,15,15.0,2.0,13.0,5,0,10,6.0,4.0,2.0,3,1,15,9.0,8,0.0,5,11.0,2,28,26,425,29,396,199.0,4.0,1900.750303802964,1549.077425519093,351.6728782838711,14.6,7.2,5.8,1.6,9.4,10.4,2.4,2.4,5.199999999999999,3.4,0
H,20,7,4.0,5.0,-1.0,2,1,6,8.0,7.0,1.0,2,0,8,3.0,6,-4.0,1,-2.0,28,9,-19,29,270,-241,2.0,-36.0,1545.344125339412,1490.4495256018313,54.89459973758062,8.2,11.4,2.2,3.0,12.0,10.0,4.2,3.8,-3.8000000000000007,-2.0,0
H,20,8,5.0,4.0,1.0,2,2,5,5.0,5.0,0.0,1,2,8,1.0,4,-3.0,3,1.0,8,20,12,283,100,183,6.0,-49.0,1545.22034745892,1476.878345651465,68.34200180745506,13.4,14.4,3.8,4.4,13.4,11.0,5.6,3.6,0.0,-1.7999999999999998,0
D,20,6,7.0,8.0,-1.0,2,0,3,3.0,10.0,-7.0,1,0,10,3.0,6,-3.0,3,6.0,21,15,-6,87,190,-103,4.0,-71.0,1587.0911862484263,1514.1294099362076,72.96177631221894,15.6,9.6,4.6,4.2,9.8,16.8,2.4,7.4,5.799999999999999,2.1999999999999997,0
H,20,7,7.0,6.0,1.0,2,1,3,5.0,7.0,-2.0,0,3,11,6.0,4,-2.0,4,3.0,5,25,20,383,48,335,122.0,-47.0,1603.653400322164,1370.603592760912,233.049807561252,17.4,8.8,7.0,2.6,11.8,14.0,4.4,4.2,5.599999999999998,2.5999999999999996,0
A,20,7,7.0,9.0,-2.0,2,1,10,7.0,3.0,4.0,3,1,10,1.0,7,2.0,-3,-6.0,7,10,3,310,269,41,34.0,-20.0,1658.4739270824566,1508.279318179985,150.1946089024716,11.2,13.4,5.0,5.4,11.8,11.2,4.2,4.0,-0.6000000000000014,0.7999999999999998,0
H,20,7,5.0,5.0,0.0,2,1,6,3.0,5.0,-2.0,2,0,6,-1.0,6,-5.0,1,2.0,3,14,11,408,191,217,154.0,-77.0,1614.3300668256668,1466.297881052216,148.0321857734507,14.0,8.8,4.0,2.6,8.6,11.6,1.4,3.2,5.4,2.6,0
D,20,6,5.0,5.0,0.0,1,3,5,4.0,6.0,-2.0,1,2,7,-1.0,6,0.0,1,2.0,11,6,-5,252,381,-129,-45.0,140.0,1547.878279474459,1565.0960660579724,-17.217786583513316,11.4,12.4,3.4,4.8,9.2,11.6,2.2,3.8,2.200000000000001,1.1999999999999997,0
A,20,7,6.0,7.0,-1.0,2,1,15,12.0,0.0,12.0,5,0,10,5.0,13,9.0,-8,-13.0,4,2,-2,398,428,-30,171.0,201.0,1575.314453271141,1904.4836039826448,-329.1691507115036,10.2,11.8,4.6,3.6,16.2,5.4,6.2,1.2,-6.0,-1.6000000000000005,0
A,20,4,2.0,8.0,-6.0,1,1,10,8.0,4.0,4.0,3,1,4,-4.0,4,-3.0,-6,-10.0,12,13,1,197,195,2,-76.0,-82.0,1439.7259727373894,1489.6389665813797,-49.91299384399031,7.8,13.4,2.0,4.2,10.6,15.2,3.2,4.8,-2.8,-1.2000000000000002,0
A,20,6,4.0,9.0,-5.0,2,0,12,12.0,5.0,7.0,4,0,6,-3.0,7,3.0,-6,-12.0,22,1,-21,76,465,-389,-85.0,299.0,1375.2660192690146,1797.2597211726495,-421.9937019036352,12.0,16.0,3.2,4.8,15.2,9.2,6.6,2.6,-3.1999999999999993,-3.3999999999999995,0
D,20,12,15.0,6.0,9.0,4,0,6,5.0,5.0,0.0,1,3,12,5.0,6,1.0,6,9.0,1,11,10,468,253,215,304.0,-45.0,1799.8508779320643,1548.670539391596,251.18033854046823,16.8,9.4,7.6,2.6,10.4,10.8,3.2,3.6,6.4,4.3999999999999995,0
D,20,6,5.0,4.0,1.0,1,3,7,3.0,5.0,-2.0,2,1,4,-3.0,7,-2.0,-1,3.0,6,27,21,382,32,350,140.0,3.0,1564.3038061408354,1558.8369637182498,5.466842422585614,9.4,10.0,2.8,3.0,9.4,11.2,2.2,3.4,0.0,0.5999999999999996,0
D,20,6,7.0,5.0,2.0,2,0,10,5.0,3.0,2.0,3,1,3,-1.0,4,-4.0,-4,0.0,10,8,-2,270,286,-16,-37.0,7.0,1476.9566872229934,1558.1130552711286,-81.15636804813516,11.2,10.6,3.8,3.8,14.6,11.4,4.4,3.2,-3.4000000000000004,-0.6000000000000005,0
H,20,4,4.0,10.0,-6.0,1,1,10,8.0,4.0,4.0,3,1,7,-2.0,7,0.0,-6,-10.0,14,3,-11,191,411,-220,-71.0,157.0,1517.4408873033717,1623.8975473839191,-106.4566600805474,9.0,17.2,2.6,7.4,14.0,8.0,4.6,2.6,-5.0,-1.9999999999999996,0
H,20,2,4.0,10.0,-6.0,0,2,1,1.0,11.0,-10.0,0,1,3,-2.0,3,-7.0,1,4.0,25,13,-12,48,197,-149,-51.0,-79.0,1363.9713846272218,1426.0088674226638,-62.03748279544197,11.4,13.0,4.4,4.4,7.6,13.4,1.8,4.4,3.8000000000000007,2.6000000000000005,0
A,20,13,9.0,3.0,6.0,4,1,7,7.0,7.0,0.0,2,1,10,2.0,7,0.0,6,6.0,9,21,12,272,88,184,-19.0,4.0,1530.7951157769876,1583.7797088812624,-52.98459310427484,12.8,10.0,5.8,4.2,13.8,8.8,4.4,3.4,-1.0,1.3999999999999995,0
D,20,4,4.0,5.0,-1.0,1,1,6,5.0,13.0,-8.0,2,0,5,-1.0,4,-5.0,-2,7.0,20,22,2,100,76,24,-50.0,-90.0,1463.9856378392565,1372.6748625096,91.31077532965652,12.2,11.6,4.0,4.0,11.8,19.0,3.4,6.6,0.3999999999999986,0.6000000000000001,0
D,20,13,11.0,2.0,9.0,4,1,4,4.0,7.0,-3.0,1,1,10,3.0,7,0.0,9,12.0,12,4,-8,198,398,-200,-79.0,170.0,1503.3560718961053,1571.1322942408906,-67.77622234478531,12.6,14.0,4.0,3.8,11.2,10.8,4.4,4.0,1.4000000000000004,-0.40000000000000036,0
H,20,3,2.0,8.0,-6.0,1,0,6,7.0,10.0,-3.0,2,0,3,-7.0,12,7.0,-3,-3.0,15,7,-8,191,310,-119,-80.0,33.0,1456.7304004939638,1635.958129485454,-179.22772899149027,8.6,13.4,1.0,4.8,8.6,14.6,5.0,6.8,0.0,-4.0,0
H,20,15,10.0,0.0,10.0,5,0,9,10.0,5.0,5.0,3,0,15,9.0,7,-1.0,6,5.0,2,5,3,431,386,45,202.0,126.0,1908.665763012895,1610.2856084558543,298.38015455704067,14.6,7.6,5.8,2.0,15.2,8.8,6.6,2.6,-0.5999999999999996,-0.7999999999999998,0
H,20,7,5.0,11.0,-6.0,2,1,11,9.0,2.0,7.0,3,2,6,-7.0,4,-2.0,-4,-13.0,22,12,-10,77,199,-122,-90.0,-79.0,1376.7856663656346,1506.4382837584378,-129.65261739280322,9.6,17.6,2.8,5.4,13.4,14.0,3.8,3.2,-3.8000000000000007,-1.0,0
H,20,1,1.0,11.0,-10.0,0,1,5,5.0,5.0,0.0,1,2,1,-8.0,4,-2.0,-4,-10.0,13,19,6,197,101,96,-80.0,-50.0,1407.1819160304572,1459.8748339832218,-52.692917952764674,8.2,16.2,2.4,5.2,12.4,11.8,4.0,4.2,-4.200000000000001,-1.6,0
A,20,7,7.0,6.0,1.0,1,4,10,8.0,5.0,3.0,3,1,8,1.0,10,4.0,-3,-2.0,11,9,-2,254,272,-18,-45.0,-20.0,1558.5703224506772,1517.216404992452,41.35391745822517,8.2,14.2,3.0,4.2,11.6,7.8,5.2,3.8,-3.4000000000000004,-2.2,0
D,20,10,6.0,4.0,2.0,3,1,4,4.0,10.0,-6.0,1,1,10,2.0,4,-4.0,6,8.0,8,14,6,287,194,93,7.0,-70.0,1554.4421890451572,1538.1955240896125,16.246664955544702,15.0,12.6,5.0,4.0,8.8,17.8,2.4,7.4,6.199999999999999,2.6,0
A,20,5,3.0,6.0,-3.0,1,2,10,14.0,7.0,7.0,3,1,8,1.0,10,10.0,-5,-10.0,27,1,-26,33,469,-436,3.0,304.0,1559.0887003405398,1789.9510948729833,-230.86239453244343,10.4,11.6,2.6,3.8,17.2,9.4,6.4,2.8,-6.799999999999999,-3.8000000000000003,0
D,20,7,6.0,5.0,1.0,2,1,6,6.0,5.0,1.0,1,3,6,0.0,7,2.0,1,0.0,3,6,3,411,383,28,156.0,140.0,1603.1429105976783,1564.0520695185453,39.09084107913304,15.2,8.4,4.8,2.8,10.4,10.6,3.2,3.8,4.799999999999999,1.5999999999999996,0
H,20,6,7.0,9.0,-2.0,2,0,4,7.0,6.0,1.0,1,1,7,-2.0,6,-2.0,2,-3.0,7,10,3,310,271,39,32.0,-37.0,1612.3661685092447,1480.6275534489648,131.73861506027993,11.2,11.6,6.2,5.4,11.4,10.6,4.2,4.0,-0.20000000000000107,2.0,0
H,20,5,4.0,5.0,-1.0,1,2,5,4.0,8.0,-4.0,1,2,9,4.0,4,-4.0,0,3.0,4,25,21,399,51,348,170.0,-50.0,1568.0500823785585,1382.7983360194285,185.2517463591298,13.6,11.2,5.2,3.8,12.0,11.4,4.0,4.2,1.5999999999999996,1.2000000000000002,0
A,20,9,10.0,5.0,5.0,3,0,3,3.0,9.0,-6.0,1,0,11,8.0,6,-5.0,6,11.0,5,15,10,386,194,192,124.0,-79.0,1605.4158894182433,1480.322361470173,125.09352794807025,13.6,9.8,5.8,3.0,9.8,16.4,1.8,6.4,3.799999999999999,4.0,0
A,20,7,8.0,8.0,0.0,2,1,15,10.0,0.0,10.0,5,0,8,2.0,15,10.0,-8,-10.0,21,2,-19,91,434,-343,5.0,204.0,1597.358419665798,1913.535482050506,-316.17706238470805,12.6,8.4,4.4,3.0,14.6,7.8,5.6,2.4,-2.0,-1.1999999999999993,0
A,20,4,7.0,8.0,-1.0,1,1,15,8.0,1.0,7.0,5,0,4,0.0,15,10.0,-11,-8.0,10,2,-8,271,437,-166,-40.0,205.0,1470.419395122159,1917.997129936416,-447.5777348142574,10.6,11.8,4.2,4.8,14.2,9.2,5.6,3.0,-3.5999999999999996,-1.3999999999999995,0
A,20,4,5.0,7.0,-2.0,0,4,4,2.0,6.0,-4.0,1,1,8,0.0,7,-2.0,0,2.0,11,27,16,254,33,221,-47.0,2.0,1540.674846938109,1552.3900452031437,-11.71519826503436,6.8,15.2,2.2,5.0,8.0,14.2,2.0,4.4,-1.2000000000000002,0.20000000000000018,0
D,20,9,11.0,6.0,5.0,3,0,8,8.0,5.0,3.0,2,2,7,0.0,7,0.0,1,2.0,7,3,-4,313,412,-99,35.0,156.0,1622.574326836051,1601.3502688487165,21.224057987334614,14.4,9.8,7.8,4.6,17.0,7.8,5.8,2.6,-2.5999999999999996,2.0,0
H,20,3,3.0,11.0,-8.0,1,0,7,6.0,12.0,-6.0,2,1,4,-5.0,4,-5.0,-4,-2.0,12,22,10,200,80,120,-78.0,-89.0,1425.5900790529024,1398.493851372294,27.096227680608536,8.0,17.0,2.2,6.4,10.6,16.0,3.4,4.6,-2.5999999999999996,-1.1999999999999997,0
H,20,15,9.0,1.0,8.0,5,0,10,8.0,5.0,3.0,3,1,15,10.0,12,6.0,5,5.0,2,9,7,440,275,165,207.0,-18.0,1920.258524103271,1535.11188050502,385.1466435982509,14.8,8.6,6.0,3.4,13.6,7.0,5.8,3.2,1.200000000000001,0.20000000000000018,0
